Data,Ora,Totale Fotovoltaico,Totale Casa,Energia immessa in rete,Energia utilizzata fotovoltaico,Energia utilizzata fotovoltaico ora,produzione fotovoltaico ora,consumo casa ora,energia immessa ora,giorno,fascia,costo con pannello,consumo senza pannello,costo senza pannello,mese
06/09/2023,15:58:18,"73008,3","88549,8","46235,1","26773,2","132,8","495,1","18,5","362,3",MER,PICCO,"0,005735","151,3","0,046903",SEP
06/09/2023,16:58:17,"73493,5","88549,8","46618,3","26875,2",102,"485,2",0,"383,2",MER,PICCO,0,102,"0,03162",SEP
06/09/2023,17:58:18,"73820,9","88889,4","46796,3","27024,6","149,4","327,4","339,6",178,MER,PICCO,"0,105276",489,"0,15159",SEP
06/09/2023,18:58:41,"73933,1","89304,3","46820,2","27112,9","88,3","112,2","414,9","23,9",MER,PICCO,"0,128619","503,2","0,155992",SEP
06/09/2023,19:58:18,"73938,8","89890,7","46820,2","27118,6","5,7","5,7","586,4",0,MER,PICCO,"0,181784","592,1","0,183551",SEP
06/09/2023,20:58:17,"73938,8","90449,3","46820,2","27118,6",0,0,"558,6",0,MER,FUORI,"0,145236","558,6","0,145236",SEP
06/09/2023,21:58:18,"73938,8","91339,8","46820,2","27118,6",0,0,"890,5",0,MER,FUORI,"0,23153","890,5","0,23153",SEP
06/09/2023,22:58:17,"73938,8","91469,3","46820,2","27118,6",0,0,"129,5",0,MER,FUORI,"0,03367","129,5","0,03367",SEP
06/09/2023,23:58:18,"73938,8","91561,2","46820,2","27118,6",0,0,"91,9",0,MER,FUORI,"0,023894","91,9","0,023894",SEP
07/09/2023,00:58:17,"73938,8",91652,"46820,2","27118,6",0,0,"90,8",0,GIO,FUORI,"0,023608","90,8","0,023608",SEP
07/09/2023,01:58:18,"73938,8","91725,7","46820,2","27118,6",0,0,"73,7",0,GIO,FUORI,"0,019162","73,7","0,019162",SEP
07/09/2023,02:58:17,"73938,8",91825,"46820,2","27118,6",0,0,"99,3",0,GIO,FUORI,"0,025818","99,3","0,025818",SEP
07/09/2023,03:58:17,"73938,8",91898,"46820,2","27118,6",0,0,73,0,GIO,FUORI,"0,01898",73,"0,01898",SEP
07/09/2023,04:58:18,"73938,8",92190,"46820,2","27118,6",0,0,292,0,GIO,FUORI,"0,07592",292,"0,07592",SEP
07/09/2023,05:58:18,"73938,8","92268,7","46820,2","27118,6",0,0,"78,7",0,GIO,FUORI,"0,020462","78,7","0,020462",SEP
07/09/2023,06:58:18,73940,92946,"46820,2","27119,8","1,2","1,2","677,3",0,GIO,FUORI,"0,176098","678,5","0,17641",SEP
07/09/2023,07:58:18,"73955,4","93011,6","46820,2","27135,2","15,4","15,4","65,6",0,GIO,FUORI,"0,017056",81,"0,02106",SEP
07/09/2023,08:58:18,"73990,8","93061,5","46820,3","27170,5","35,3","35,4","49,9","0,1",GIO,PICCO,"0,015469","85,2","0,026412",SEP
07/09/2023,09:58:18,"74228,1",93062,"46998,8","27229,3","58,8","237,3","0,5","178,5",GIO,PICCO,"0,000155","59,3","0,018383",SEP
07/09/2023,10:58:18,"74638,2",93062,"47356,9","27281,3",52,"410,1",0,"358,1",GIO,PICCO,0,52,"0,01612",SEP
07/09/2023,11:58:17,"75154,8",93062,"47804,6","27350,2","68,9","516,6",0,"447,7",GIO,PICCO,0,"68,9","0,021359",SEP
07/09/2023,12:58:18,"75740,2",93062,"48302,5","27437,7","87,5","585,4",0,"497,9",GIO,PICCO,0,"87,5","0,027125",SEP
07/09/2023,13:58:19,"76299,5","93279,5","48611,2","27688,3","250,6","559,3","217,5","308,7",GIO,PICCO,"0,067425","468,1","0,145111",SEP
07/09/2023,14:58:18,"76834,5","93445,6","48935,3","27899,2","210,9",535,"166,1","324,1",GIO,PICCO,"0,051491",377,"0,11687",SEP
07/09/2023,15:58:18,"77362,1","93445,6","49331,7","28030,4","131,2","527,6",0,"396,4",GIO,PICCO,0,"131,2","0,040672",SEP
07/09/2023,16:58:18,"77801,9","93445,6","49650,7","28151,2","120,8","439,8",0,319,GIO,PICCO,0,"120,8","0,037448",SEP
07/09/2023,17:58:17,"77890,5","93445,8","49687,7","28202,8","51,6","88,6","0,2",37,GIO,PICCO,"0,000062","51,8","0,016058",SEP
07/09/2023,18:58:18,"78006,4","93496,8","49750,7","28255,7","52,9","115,9",51,63,GIO,PICCO,"0,01581","103,9","0,032209",SEP
07/09/2023,19:58:18,"78012,3","94677,1","49750,7","28261,6","5,9","5,9","1180,3",0,GIO,PICCO,"0,365893","1186,2","0,367722",SEP
07/09/2023,20:58:17,"78012,3","95500,7","49750,7","28261,6",0,0,"823,6",0,GIO,FUORI,"0,214136","823,6","0,214136",SEP
07/09/2023,21:58:18,"78012,3","96240,7","49750,7","28261,6",0,0,740,0,GIO,FUORI,"0,1924",740,"0,1924",SEP
07/09/2023,22:58:18,"78012,3","96436,4","49750,7","28261,6",0,0,"195,7",0,GIO,FUORI,"0,050882","195,7","0,050882",SEP
07/09/2023,23:58:18,"78012,3","96591,1","49750,7","28261,6",0,0,"154,7",0,GIO,FUORI,"0,040222","154,7","0,040222",SEP
08/09/2023,00:58:17,"78012,3","96727,3","49750,7","28261,6",0,0,"136,2",0,VEN,FUORI,"0,035412","136,2","0,035412",SEP
08/09/2023,01:58:18,"78012,3","96802,1","49750,7","28261,6",0,0,"74,8",0,VEN,FUORI,"0,019448","74,8","0,019448",SEP
08/09/2023,02:58:18,"78012,3","96886,4","49750,7","28261,6",0,0,"84,3",0,VEN,FUORI,"0,021918","84,3","0,021918",SEP
08/09/2023,03:58:18,"78012,3","96956,8","49750,7","28261,6",0,0,"70,4",0,VEN,FUORI,"0,018304","70,4","0,018304",SEP
08/09/2023,04:58:18,"78012,3","97151,3","49750,7","28261,6",0,0,"194,5",0,VEN,FUORI,"0,05057","194,5","0,05057",SEP
08/09/2023,05:58:17,"78012,3","97415,8","49750,7","28261,6",0,0,"264,5",0,VEN,FUORI,"0,06877","264,5","0,06877",SEP
08/09/2023,06:58:18,"78013,4","97933,9","49750,7","28262,7","1,1","1,1","518,1",0,VEN,FUORI,"0,134706","519,2","0,134992",SEP
08/09/2023,07:58:17,"78028,9","98001,2","49750,7","28278,2","15,5","15,5","67,3",0,VEN,FUORI,"0,017498","82,8","0,021528",SEP
08/09/2023,08:58:17,"78065,8","98041,5","49750,7","28315,1","36,9","36,9","40,3",0,VEN,PICCO,"0,012493","77,2","0,023932",SEP
08/09/2023,09:58:18,"78245,7","98044,2","49857,9","28387,8","72,7","179,9","2,7","107,2",VEN,PICCO,"0,000837","75,4","0,023374",SEP
08/09/2023,10:58:17,"78650,9","98044,2","50223,7","28427,2","39,4","405,2",0,"365,8",VEN,PICCO,0,"39,4","0,012214",SEP
08/09/2023,11:58:18,"79023,9","98047,6","50506,7","28517,2",90,373,"3,4",283,VEN,PICCO,"0,001054","93,4","0,028954",SEP
08/09/2023,12:58:18,"79318,2","98047,6","50684,6","28633,6","116,4","294,3",0,"177,9",VEN,PICCO,0,"116,4","0,036084",SEP
08/09/2023,13:58:17,"79865,8","98624,1","50824,3","29041,5","407,9","547,6","576,5","139,7",VEN,PICCO,"0,178715","984,4","0,305164",SEP
